item_id,date,location,p10,p50,p90
23,2017-01-01T00:00:00Z,2,29.468875885,35.8046035767,43.0363311768
23,2017-01-02T00:00:00Z,2,19.9073963165,23.9668769836,29.8344745636
23,2017-01-03T00:00:00Z,2,21.5684585571,27.6287250519,34.804851532
23,2017-01-04T00:00:00Z,2,21.8943786621,27.7989349365,33.7036933899
23,2017-01-05T00:00:00Z,2,23.5290870667,29.6550197601,36.8625640869
23,2017-01-06T00:00:00Z,2,26.9020900726,32.4472045898,38.379573822
23,2017-01-07T00:00:00Z,2,28.9085235596,34.0716285706,40.5178260803
23,2017-01-08T00:00:00Z,2,29.554517746,35.8660736084,43.5117225647
23,2017-01-09T00:00:00Z,2,19.6152839661,24.1890468597,30.0450286865
23,2017-01-10T00:00:00Z,2,22.3175640106,28.8709506989,34.7137985229
23,2017-01-11T00:00:00Z,2,22.9337272644,28.9498615265,34.7815093994
23,2017-01-12T00:00:00Z,2,24.3026847839,30.4550113678,36.187461853
23,2017-01-13T00:00:00Z,2,25.9803199768,32.013885498,38.8222389221
23,2017-01-14T00:00:00Z,2,25.7756919861,34.4562988281,43.1253738403
23,2017-01-15T00:00:00Z,2,28.6831130981,35.5161819458,42.3163032532
23,2017-01-16T00:00:00Z,2,17.468044281,23.815032959,29.4412727356
23,2017-01-17T00:00:00Z,2,21.7229976654,27.3383331299,34.0435676575
23,2017-01-18T00:00:00Z,2,22.623664856,29.0830078125,35.1158714294
23,2017-01-19T00:00:00Z,2,22.7109451294,30.4198322296,36.0718727112
23,2017-01-20T00:00:00Z,2,26.9287662506,32.3432502747,39.9113845825
23,2017-01-21T00:00:00Z,2,25.8926849365,34.5694122314,42.2796554565
23,2017-01-22T00:00:00Z,2,30.1969203949,36.1747169495,44.7451095581
23,2017-01-23T00:00:00Z,2,18.4174766541,24.729467392,29.7684383392
23,2017-01-24T00:00:00Z,2,23.026599884,28.4993286133,37.0160522461
23,2017-01-25T00:00:00Z,2,21.5759296417,28.737569809,36.181224823
23,2017-01-26T00:00:00Z,2,23.8060398102,30.9996471405,36.8386421204
23,2017-01-27T00:00:00Z,2,24.8654556274,30.4624042511,37.403137207
23,2017-01-28T00:00:00Z,2,26.7274131775,34.2186851501,41.8688964844
23,2017-01-29T00:00:00Z,2,25.5839862823,34.5000572205,44.0625991821
23,2017-01-30T00:00:00Z,2,17.7728004456,23.1810207367,29.2365150452
23,2017-01-31T00:00:00Z,2,21.4884529114,28.1790561676,34.0792770386
23,2017-02-01T00:00:00Z,2,25.2368049622,30.7591762543,36.8357086182
23,2017-02-02T00:00:00Z,2,26.6924247742,34.4133872986,41.8020324707
23,2017-02-03T00:00:00Z,2,30.0085296631,37.272819519,45.6586608887
23,2017-02-04T00:00:00Z,2,30.583360672,39.746181488,47.7034072876
23,2017-02-05T00:00:00Z,2,30.1112365723,39.4731941223,48.9830551147
23,2017-02-06T00:00:00Z,2,19.8522720337,26.2071819305,35.051902771
23,2017-02-07T00:00:00Z,2,24.1091518402,32.1355285645,39.0655899048
23,2017-02-08T00:00:00Z,2,25.4370174408,30.8874111176,37.278465271
23,2017-02-09T00:00:00Z,2,27.270275116,33.6325492859,41.5368041992
23,2017-02-10T00:00:00Z,2,28.9062232971,36.3239440918,43.7352409363
23,2017-02-11T00:00:00Z,2,28.9627723694,37.3384628296,45.0238723755
23,2017-02-12T00:00:00Z,2,30.5862007141,38.8626022339,47.7893562317
