item_id,date,location,p10,p50,p90
27,2018-01-01T00:00:00Z,6,5.1829953194,8.6086320877,13.0629558563
27,2018-01-02T00:00:00Z,6,5.8114972115,10.1319150925,13.9203033447
27,2018-01-03T00:00:00Z,6,6.0160536766,10.0183973312,14.6687774658
27,2018-01-04T00:00:00Z,6,6.1343326569,10.3400602341,14.4886322021
27,2018-01-05T00:00:00Z,6,6.1996703148,10.7776603699,15.5070619583
27,2018-01-06T00:00:00Z,6,7.8361473083,11.6034431458,15.5247869492
27,2018-01-07T00:00:00Z,6,8.6972923279,12.2450122833,18.6404151917
27,2018-01-08T00:00:00Z,6,3.2044036388,6.3534283638,10.1318855286
27,2018-01-09T00:00:00Z,6,4.9747843742,9.4343862534,12.8769302368
27,2018-01-10T00:00:00Z,6,5.5260915756,8.5044584274,11.9759054184
27,2018-01-11T00:00:00Z,6,5.6829624176,9.7149572372,13.6586885452
27,2018-01-12T00:00:00Z,6,6.2906332016,9.4214916229,13.3123416901
27,2018-01-13T00:00:00Z,6,7.9307937622,10.7144994736,15.03008461
27,2018-01-14T00:00:00Z,6,7.7090044022,12.0217103958,16.3177223206
27,2018-01-15T00:00:00Z,6,2.7420458794,6.5061664581,9.7792110443
27,2018-01-16T00:00:00Z,6,5.9625911713,10.0977878571,13.6440849304
27,2018-01-17T00:00:00Z,6,5.9593882561,9.7703323364,12.3042793274
27,2018-01-18T00:00:00Z,6,6.9673728943,10.3386325836,14.5180854797
27,2018-01-19T00:00:00Z,6,5.4099268913,9.8351669312,14.1424026489
27,2018-01-20T00:00:00Z,6,8.7671604156,11.6965341568,15.6989593506
27,2018-01-21T00:00:00Z,6,10.146771431,13.0539922714,16.2156410217
27,2018-01-22T00:00:00Z,6,4.4166784286,7.3237981796,11.2798376083
27,2018-01-23T00:00:00Z,6,6.7100963593,9.7526750565,13.380156517
27,2018-01-24T00:00:00Z,6,5.835006237,10.2964553833,15.2311477661
27,2018-01-25T00:00:00Z,6,6.2533860207,10.5520448685,14.610370636
27,2018-01-26T00:00:00Z,6,6.8933887482,10.5176134109,13.9130725861
27,2018-01-27T00:00:00Z,6,7.7415437698,10.7525949478,14.6512489319
27,2018-01-28T00:00:00Z,6,8.1065683365,11.4447717667,15.13651371
27,2018-01-29T00:00:00Z,6,3.1933505535,6.5502557755,10.0477838516
27,2018-01-30T00:00:00Z,6,3.6837992668,8.8291606903,11.8170719147
27,2018-01-31T00:00:00Z,6,4.4171290398,8.7242221832,12.5076818466
27,2018-02-01T00:00:00Z,6,5.1860952377,9.0807991028,12.7279968262
27,2018-02-02T00:00:00Z,6,4.9286241531,9.3242435455,12.2876882553
27,2018-02-03T00:00:00Z,6,7.1524796486,10.1019048691,13.8454961777
27,2018-02-04T00:00:00Z,6,7.0020713806,10.360458374,14.3651123047
27,2018-02-05T00:00:00Z,6,1.8215129375,5.4874000549,9.1657629013
27,2018-02-06T00:00:00Z,6,2.8688910007,6.7872848511,9.6609430313
27,2018-02-07T00:00:00Z,6,2.7367420197,6.3022294044,9.4577541351
27,2018-02-08T00:00:00Z,6,2.6094284058,7.6261029243,11.1700496674
27,2018-02-09T00:00:00Z,6,3.8796396255,7.20825243,10.9788150787
27,2018-02-10T00:00:00Z,6,6.3814225197,9.4521989822,12.7039308548
27,2018-02-11T00:00:00Z,6,7.216360569,10.5617742538,14.1340885162
27,2018-02-12T00:00:00Z,6,2.0816328526,5.2945070267,9.407957077
27,2018-02-13T00:00:00Z,6,4.3032064438,7.7817635536,11.5240364075
27,2018-02-14T00:00:00Z,6,4.4614906311,8.0512390137,11.3409996033
27,2018-02-15T00:00:00Z,6,4.2352733612,8.2019462585,11.9518547058
27,2018-02-16T00:00:00Z,6,4.6167311668,8.227104187,12.355963707
27,2018-02-17T00:00:00Z,6,5.3395581245,9.5149002075,12.9776172638
27,2018-02-18T00:00:00Z,6,6.4705219269,10.6586351395,14.5104789734
27,2018-02-19T00:00:00Z,6,3.55965662,6.1965799332,10.6513881683
27,2018-02-20T00:00:00Z,6,4.5724153519,7.6904911995,10.9669046402
27,2018-02-21T00:00:00Z,6,4.2450027466,7.7590560913,11.5996112823
27,2018-02-22T00:00:00Z,6,4.292845726,7.6387658119,12.1304759979
27,2018-02-23T00:00:00Z,6,4.0002679825,8.513999939,11.9571170807
27,2018-02-24T00:00:00Z,6,5.6322598457,9.278837204,12.5401678085
27,2018-02-25T00:00:00Z,6,5.5772438049,9.1900644302,13.7739276886
27,2018-02-26T00:00:00Z,6,1.109480381,4.7345867157,8.0471420288
27,2018-02-27T00:00:00Z,6,2.0697066784,6.055038929,9.9028120041
27,2018-02-28T00:00:00Z,6,1.7878735065,4.754155159,8.2233257294
27,2018-03-01T00:00:00Z,6,2.7352509499,5.8860626221,9.4661617279
27,2018-03-02T00:00:00Z,6,2.4159793854,5.7614798546,10.2558012009
27,2018-03-03T00:00:00Z,6,2.1496653557,6.2465777397,9.8407068253
27,2018-03-04T00:00:00Z,6,3.8371949196,7.6440725327,11.257440567
27,2018-03-05T00:00:00Z,6,-0.7257056236,2.4287447929,5.9148631096
27,2018-03-06T00:00:00Z,6,0.8724005222,4.7408185005,8.0002908707
27,2018-03-07T00:00:00Z,6,1.4402601719,4.412797451,8.471745491
27,2018-03-08T00:00:00Z,6,0.9456963539,4.7279253006,8.7172279358
27,2018-03-09T00:00:00Z,6,1.6021325588,5.2134256363,9.382733345
27,2018-03-10T00:00:00Z,6,2.4786887169,5.584915638,9.7701768875
27,2018-03-11T00:00:00Z,6,4.3721857071,7.0897049904,10.4680023193
27,2018-03-12T00:00:00Z,6,-1.3903746605,1.9907681942,6.3119034767
