item_id,date,location,p10,p50,p90
27,2018-01-01T00:00:00Z,6,5.195939064,11.0580615997,15.7135848999
27,2018-01-02T00:00:00Z,6,8.5496120453,13.0456438065,17.2578849792
27,2018-01-03T00:00:00Z,6,8.9946556091,13.1556825638,17.4734420776
27,2018-01-04T00:00:00Z,6,8.5852098465,13.7769393921,18.6268196106
27,2018-01-05T00:00:00Z,6,9.7047233582,14.7921991348,19.4655532837
27,2018-01-06T00:00:00Z,6,11.1724882126,15.6559286118,21.4725723267
27,2018-01-07T00:00:00Z,6,11.0277833939,16.8519325256,22.1516399384
27,2018-01-08T00:00:00Z,6,6.9948368073,10.9033155441,15.7030506134
27,2018-01-09T00:00:00Z,6,9.815076828,13.7597837448,18.5024108887
27,2018-01-10T00:00:00Z,6,8.9088945389,13.3773775101,17.6988334656
27,2018-01-11T00:00:00Z,6,9.0458621979,14.9533891678,19.8250751495
27,2018-01-12T00:00:00Z,6,10.5415172577,15.9109249115,20.9739131927
27,2018-01-13T00:00:00Z,6,11.2255134583,16.9257297516,22.918548584
27,2018-01-14T00:00:00Z,6,11.0700035095,16.5717830658,22.4455909729
27,2018-01-15T00:00:00Z,6,7.3428106308,11.8363656998,16.3005065918
27,2018-01-16T00:00:00Z,6,9.2307977676,12.8124780655,17.152721405
27,2018-01-17T00:00:00Z,6,7.6629462242,12.7819099426,17.1472797394
27,2018-01-18T00:00:00Z,6,10.8760147095,14.4494152069,20.1816158295
27,2018-01-19T00:00:00Z,6,10.370054245,15.204293251,20.6723937988
27,2018-01-20T00:00:00Z,6,11.3530225754,16.6718959808,21.511341095
27,2018-01-21T00:00:00Z,6,11.7691307068,16.4265441895,21.9716911316
27,2018-01-22T00:00:00Z,6,6.6581492424,11.2891635895,15.4909687042
27,2018-01-23T00:00:00Z,6,9.2206335068,13.3175239563,18.4023036957
27,2018-01-24T00:00:00Z,6,8.3526496887,12.6441850662,16.997303009
27,2018-01-25T00:00:00Z,6,10.0543746948,14.6889696121,19.0403213501
27,2018-01-26T00:00:00Z,6,10.5098152161,15.3748760223,20.8269405365
27,2018-01-27T00:00:00Z,6,12.7025642395,16.8955440521,21.672044754
27,2018-01-28T00:00:00Z,6,12.9057579041,18.3430728912,23.0948123932
27,2018-01-29T00:00:00Z,6,7.6002163887,11.4390659332,16.9945907593
27,2018-01-30T00:00:00Z,6,8.869058609,13.567404747,18.463054657
27,2018-01-31T00:00:00Z,6,8.5195274353,12.7508850098,17.8021125793
27,2018-02-01T00:00:00Z,6,12.2405033112,16.7179489136,21.9398593903
27,2018-02-02T00:00:00Z,6,12.2711029053,17.5482826233,21.5547485352
27,2018-02-03T00:00:00Z,6,12.6121492386,17.3652477264,23.5857925415
27,2018-02-04T00:00:00Z,6,13.5812625885,19.3813304901,25.0417156219
27,2018-02-05T00:00:00Z,6,8.1823663712,12.4678325653,18.0901031494
27,2018-02-06T00:00:00Z,6,9.7700767517,15.699889183,19.4463977814
27,2018-02-07T00:00:00Z,6,11.0320510864,16.4176082611,21.1377067566
27,2018-02-08T00:00:00Z,6,11.3267593384,17.0898590088,20.7639198303
27,2018-02-09T00:00:00Z,6,12.2009553909,18.2862949371,23.8687057495
27,2018-02-10T00:00:00Z,6,13.7532272339,18.9927997589,25.035779953
27,2018-02-11T00:00:00Z,6,13.2232017517,19.1569080353,26.4962024689
27,2018-02-12T00:00:00Z,6,9.059173584,14.0201835632,19.5437030792
27,2018-02-13T00:00:00Z,6,11.3222799301,15.4815998077,21.1177177429
27,2018-02-14T00:00:00Z,6,10.3148431778,14.6671285629,19.4238643646
27,2018-02-15T00:00:00Z,6,10.7530822754,15.7572479248,20.8994884491
27,2018-02-16T00:00:00Z,6,11.3827018738,17.1649436951,22.1090564728
27,2018-02-17T00:00:00Z,6,13.018286705,18.3641338348,24.5956115723
27,2018-02-18T00:00:00Z,6,14.9264440536,19.7434234619,25.5049705505
27,2018-02-19T00:00:00Z,6,9.4010448456,13.4555149078,17.6217308044
27,2018-02-20T00:00:00Z,6,10.1367492676,14.2567987442,20.8508033752
27,2018-02-21T00:00:00Z,6,11.3190402985,15.1491327286,19.7881755829
27,2018-02-22T00:00:00Z,6,11.1320590973,15.572353363,19.7270450592
27,2018-02-23T00:00:00Z,6,12.5653381348,17.4361763,23.0153236389
27,2018-02-24T00:00:00Z,6,13.577662468,18.8017444611,23.4918498993
27,2018-02-25T00:00:00Z,6,14.9399204254,19.3254318237,25.4401988983
27,2018-02-26T00:00:00Z,6,8.1765155792,12.9843149185,18.7490882874
27,2018-02-27T00:00:00Z,6,10.5815200806,15.0603685379,20.0210819244
27,2018-02-28T00:00:00Z,6,10.3725395203,15.9517803192,22.2555198669
27,2018-03-01T00:00:00Z,6,12.8605499268,18.7050361633,24.1647720337
27,2018-03-02T00:00:00Z,6,16.0263175964,21.3555717468,26.5149383545
27,2018-03-03T00:00:00Z,6,17.818687439,22.3418540955,28.6624755859
27,2018-03-04T00:00:00Z,6,17.701883316,22.6685009003,28.9856739044
27,2018-03-05T00:00:00Z,6,10.2175235748,16.4617042542,22.4307556152
27,2018-03-06T00:00:00Z,6,13.0423641205,18.8740386963,23.8037452698
27,2018-03-07T00:00:00Z,6,13.6233348846,18.1691665649,23.2987327576
27,2018-03-08T00:00:00Z,6,13.1883506775,19.740940094,24.8757591248
27,2018-03-09T00:00:00Z,6,15.8973255157,21.0231571198,25.9547996521
27,2018-03-10T00:00:00Z,6,15.8407917023,22.6637973785,27.4717674255
27,2018-03-11T00:00:00Z,6,16.625246048,23.1432857513,29.6996879578
27,2018-03-12T00:00:00Z,6,11.102016449,16.0413913727,21.1320419312
27,2018-03-13T00:00:00Z,6,12.0154571533,18.0704574585,24.136100769
27,2018-03-14T00:00:00Z,6,12.9760169983,17.6824645996,22.1877632141
27,2018-03-15T00:00:00Z,6,14.2834510803,19.9136066437,25.0737552643
27,2018-03-16T00:00:00Z,6,16.1033325195,21.0573978424,26.3372268677
27,2018-03-17T00:00:00Z,6,16.8598213196,22.7039222717,28.6457538605
27,2018-03-18T00:00:00Z,6,18.2380867004,24.2268486023,30.3957538605
27,2018-03-19T00:00:00Z,6,10.381814003,15.8641929626,20.0654182434
27,2018-03-20T00:00:00Z,6,13.2785320282,18.136138916,24.1524581909
27,2018-03-21T00:00:00Z,6,13.5420722961,18.0569763184,24.5679969788
27,2018-03-22T00:00:00Z,6,14.6808376312,20.4560279846,26.1213226318
