item_id,date,location,p10,p50,p90
39,2018-01-01T00:00:00Z,1,16.196849823,25.0219726562,32.0237121582
39,2018-01-02T00:00:00Z,1,23.6916446686,30.3629322052,36.6890106201
39,2018-01-03T00:00:00Z,1,24.3930187225,30.705701828,37.1504669189
39,2018-01-04T00:00:00Z,1,25.2947216034,33.6115608215,41.2792358398
39,2018-01-05T00:00:00Z,1,27.1471996307,34.7860450745,41.7751846313
39,2018-01-06T00:00:00Z,1,30.230588913,37.0236625671,46.0524215698
39,2018-01-07T00:00:00Z,1,31.5508556366,40.3107528687,48.0642852783
39,2018-01-08T00:00:00Z,1,20.1001300812,26.1237354279,33.8419952393
39,2018-01-09T00:00:00Z,1,24.7482795715,30.9653549194,38.8478355408
39,2018-01-10T00:00:00Z,1,25.015586853,31.079498291,38.5074424744
39,2018-01-11T00:00:00Z,1,25.4034385681,33.3413124084,41.6774139404
39,2018-01-12T00:00:00Z,1,28.6078739166,36.649597168,44.1170120239
39,2018-01-13T00:00:00Z,1,31.6916313171,38.7128257751,47.4867134094
39,2018-01-14T00:00:00Z,1,32.2134170532,40.1505279541,49.0748939514
39,2018-01-15T00:00:00Z,1,20.4068069458,27.4689350128,33.2837677002
39,2018-01-16T00:00:00Z,1,26.4030895233,31.3964138031,37.8401412964
39,2018-01-17T00:00:00Z,1,21.412979126,30.7793598175,37.3188896179
39,2018-01-18T00:00:00Z,1,27.4115333557,34.2087516785,40.1433601379
39,2018-01-19T00:00:00Z,1,26.8693389893,34.4652633667,41.8420066833
39,2018-01-20T00:00:00Z,1,32.0209960938,38.5602760315,45.7205886841
39,2018-01-21T00:00:00Z,1,32.5452003479,40.0388031006,48.9792289734
39,2018-01-22T00:00:00Z,1,19.3347129822,27.1709938049,32.456237793
39,2018-01-23T00:00:00Z,1,25.7245635986,32.5392112732,38.3438224792
39,2018-01-24T00:00:00Z,1,26.2304420471,31.1390762329,40.2055931091
39,2018-01-25T00:00:00Z,1,27.8598499298,33.9355888367,43.7855758667
39,2018-01-26T00:00:00Z,1,29.0926094055,35.4569892883,42.8206062317
39,2018-01-27T00:00:00Z,1,32.0263404846,38.4670448303,45.0369987488
39,2018-01-28T00:00:00Z,1,31.6031570435,42.1361160278,49.6124801636
