,timestamp,store_id,item_id,sales
0,2018-01-01,1,1,12.6915664673
1,2018-01-02,1,1,15.9952754974
2,2018-01-03,1,1,14.6651382446
3,2018-01-04,1,1,17.725986480699998
4,2018-01-05,1,1,17.4717845917
5,2018-01-06,1,1,19.0776329041
6,2018-01-07,1,1,21.423418045
7,2018-01-08,1,1,13.4830169678
8,2018-01-09,1,1,16.432033538800003
9,2018-01-10,1,1,16.3310871124
10,2018-01-11,1,1,16.3316707611
11,2018-01-12,1,1,17.9222068787
12,2018-01-13,1,1,19.3116970062
13,2018-01-14,1,1,20.0768623352
14,2018-01-15,1,1,12.336289405799999
15,2018-01-16,1,1,16.127779007
16,2018-01-17,1,1,16.2956542969
17,2018-01-18,1,1,16.1326236725
18,2018-01-19,1,1,19.208591461199997
19,2018-01-20,1,1,18.7147369385
20,2018-01-21,1,1,19.8374824524
21,2018-01-22,1,1,13.046171188399999
22,2018-01-23,1,1,15.5680627823
23,2018-01-24,1,1,15.8450117111
24,2018-01-25,1,1,15.490742683399999
25,2018-01-26,1,1,17.9244537354
26,2018-01-27,1,1,18.8157920837
27,2018-01-28,1,1,20.8365192413
28,2018-01-29,1,1,13.3283138275
29,2018-01-30,1,1,15.92096138
30,2018-01-31,1,1,16.177587509200002
31,2018-02-01,1,1,19.5894813538
32,2018-02-02,1,1,21.2471866608
33,2018-02-03,1,1,23.3621501923
34,2018-02-04,1,1,24.0035057068
35,2018-02-05,1,1,17.255144119300002
36,2018-02-06,1,1,18.5950222015
37,2018-02-07,1,1,17.7545089722
38,2018-02-08,1,1,19.5622138977
39,2018-02-09,1,1,20.9051132202
40,2018-02-10,1,1,22.078065872199996
41,2018-02-11,1,1,23.868940353400003
42,2018-02-12,1,1,15.248454093900001
43,2018-02-13,1,1,16.8620643616
44,2018-02-14,1,1,17.4444351196
45,2018-02-15,1,1,19.5260353088
46,2018-02-16,1,1,20.7966594696
47,2018-02-17,1,1,21.4198188782
48,2018-02-18,1,1,23.9004383087
49,2018-02-19,1,1,15.208482742300001
50,2018-02-20,1,1,19.2190570831
51,2018-02-21,1,1,17.7747383118
52,2018-02-22,1,1,19.7034072876
53,2018-02-23,1,1,20.4645690918
54,2018-02-24,1,1,21.7820644379
55,2018-02-25,1,1,22.966527938800002
56,2018-02-26,1,1,16.097629547100002
57,2018-02-27,1,1,17.7316799164
58,2018-02-28,1,1,17.3983306885
59,2018-03-01,1,1,22.0480937958
60,2018-03-02,1,1,23.8287296295
61,2018-03-03,1,1,25.6640739441
62,2018-03-04,1,1,26.534336090100002
63,2018-03-05,1,1,18.3571128845
64,2018-03-06,1,1,20.0150871277
65,2018-03-07,1,1,20.0376091003
66,2018-03-08,1,1,22.375310897800002
67,2018-03-09,1,1,23.8504886627
68,2018-03-10,1,1,25.3958339691
69,2018-03-11,1,1,26.8647136688
70,2018-03-12,1,1,18.293544769300002
71,2018-03-13,1,1,20.457950592
72,2018-03-14,1,1,21.9088592529
73,2018-03-15,1,1,23.0022087097
74,2018-03-16,1,1,23.8581352234
75,2018-03-17,1,1,26.1548366547
76,2018-03-18,1,1,27.264570236199997
77,2018-03-19,1,1,17.7145881653
78,2018-03-20,1,1,20.4578075409
79,2018-03-21,1,1,21.2660770416
80,2018-03-22,1,1,21.3337955475
81,2018-03-23,1,1,23.3574142456
82,2018-03-24,1,1,24.658996581999997
83,2018-03-25,1,1,26.7813510895
84,2018-03-26,1,1,17.2790718079
85,2018-03-27,1,1,19.1054363251
86,2018-03-28,1,1,20.9383277893
87,2018-03-29,1,1,21.183532714800002
88,2018-03-30,1,1,24.005584716799998
89,2018-03-31,1,1,24.5728359222
90,2018-01-01,2,1,17.5758037567
91,2018-01-02,2,1,22.5172290802
92,2018-01-03,2,1,21.4411468506
93,2018-01-04,2,1,23.445774078400003
94,2018-01-05,2,1,25.7170619965
95,2018-01-06,2,1,25.2480010986
96,2018-01-07,2,1,27.9759883881
97,2018-01-08,2,1,19.5010967255
98,2018-01-09,2,1,22.020236969000003
99,2018-01-10,2,1,22.7817592621
100,2018-01-11,2,1,24.0691566467
101,2018-01-12,2,1,24.973079681399998
102,2018-01-13,2,1,27.021162033099998
103,2018-01-14,2,1,29.397033691399997
104,2018-01-15,2,1,19.203004837
105,2018-01-16,2,1,22.815229415900003
106,2018-01-17,2,1,22.375146865799998
107,2018-01-18,2,1,23.7972717285
108,2018-01-19,2,1,24.2259540558
109,2018-01-20,2,1,26.025396346999997
