,timestamp,store_id,item_id,sales
0,2018-01-01,1,1,13.2258901596
1,2018-01-02,1,1,15.870471954300001
2,2018-01-03,1,1,14.9733247757
3,2018-01-04,1,1,15.957706451400002
4,2018-01-05,1,1,17.5698394775
5,2018-01-06,1,1,19.9652614594
6,2018-01-07,1,1,20.703075408900002
7,2018-01-08,1,1,13.8572530746
8,2018-01-09,1,1,14.8027143478
9,2018-01-10,1,1,15.0658760071
10,2018-01-11,1,1,16.3141422272
11,2018-01-12,1,1,16.457702636700002
12,2018-01-13,1,1,18.7275409698
13,2018-01-14,1,1,20.6655883789
14,2018-01-15,1,1,12.7524843216
15,2018-01-16,1,1,14.583709716800001
16,2018-01-17,1,1,14.644587516800001
17,2018-01-18,1,1,15.396436691300002
18,2018-01-19,1,1,16.3078842163
19,2018-01-20,1,1,18.857999801600002
20,2018-01-21,1,1,18.8134994507
21,2018-01-22,1,1,11.5895757675
22,2018-01-23,1,1,14.248225212100001
23,2018-01-24,1,1,14.2990550995
24,2018-01-25,1,1,14.858888626099999
25,2018-01-26,1,1,15.8562822342
26,2018-01-27,1,1,18.8300418854
27,2018-01-28,1,1,19.398317337
28,2018-01-29,1,1,12.3313169479
29,2018-01-30,1,1,14.5974903107
30,2018-01-31,1,1,15.5361671448
31,2018-02-01,1,1,18.1217556
32,2018-02-02,1,1,19.583316803
33,2018-02-03,1,1,21.6885623932
34,2018-02-04,1,1,22.8654651642
35,2018-02-05,1,1,15.5017986298
36,2018-02-06,1,1,17.4009017944
37,2018-02-07,1,1,17.3143463135
38,2018-02-08,1,1,18.1378726959
39,2018-02-09,1,1,19.3225841522
40,2018-02-10,1,1,20.077854156500003
41,2018-02-11,1,1,22.9061069489
42,2018-02-12,1,1,14.525794982899999
43,2018-02-13,1,1,16.108484268199998
44,2018-02-14,1,1,17.8029499054
45,2018-02-15,1,1,17.0849018097
46,2018-02-16,1,1,18.8416366577
47,2018-02-17,1,1,21.1688709259
48,2018-02-18,1,1,22.088403701799997
49,2018-02-19,1,1,15.175847053499998
50,2018-02-20,1,1,16.2383556366
51,2018-02-21,1,1,17.6001548767
52,2018-02-22,1,1,18.440202712999998
53,2018-02-23,1,1,18.4706058502
54,2018-02-24,1,1,21.507072448699997
55,2018-02-25,1,1,22.2546272278
56,2018-02-26,1,1,14.4691848755
57,2018-02-27,1,1,17.045337677
58,2018-02-28,1,1,17.8554611206
59,2018-03-01,1,1,19.7899551392
60,2018-03-02,1,1,21.722019195599998
61,2018-03-03,1,1,22.347579956100002
62,2018-03-04,1,1,23.422121048
63,2018-03-05,1,1,17.265750885
64,2018-03-06,1,1,18.8124694824
65,2018-03-07,1,1,18.192966461199997
66,2018-03-08,1,1,19.9999980927
67,2018-03-09,1,1,21.5025253296
68,2018-03-10,1,1,22.0754718781
69,2018-03-11,1,1,24.723125457800002
70,2018-03-12,1,1,17.3970928192
71,2018-03-13,1,1,19.0353755951
72,2018-03-14,1,1,19.859052658099998
73,2018-03-15,1,1,20.456073761
74,2018-03-16,1,1,22.3465194702
75,2018-03-17,1,1,23.702924728400003
76,2018-03-18,1,1,26.2675075531
77,2018-03-19,1,1,17.4909973145
78,2018-03-20,1,1,20.0776977539
79,2018-03-21,1,1,19.9797115326
80,2018-03-22,1,1,20.9563732147
81,2018-03-23,1,1,22.494058609
82,2018-03-24,1,1,23.6655063629
83,2018-03-25,1,1,25.8787002563
84,2018-03-26,1,1,17.1074104309
85,2018-03-27,1,1,18.9026565552
86,2018-03-28,1,1,19.1525936127
87,2018-03-29,1,1,21.0873565674
88,2018-03-30,1,1,23.412525177
89,2018-03-31,1,1,25.3162002563
90,2018-01-01,2,1,17.8015995026
91,2018-01-02,2,1,21.0259437561
92,2018-01-03,2,1,20.353662490799998
93,2018-01-04,2,1,22.3213424683
94,2018-01-05,2,1,23.971460342399997
95,2018-01-06,2,1,25.7197132111
96,2018-01-07,2,1,27.482309341399997
97,2018-01-08,2,1,18.2206554413
98,2018-01-09,2,1,21.0560493469
99,2018-01-10,2,1,20.5379981995
100,2018-01-11,2,1,22.1935863495
101,2018-01-12,2,1,24.9346694946
102,2018-01-13,2,1,25.285951614400002
103,2018-01-14,2,1,28.5092811584
104,2018-01-15,2,1,17.6482849121
105,2018-01-16,2,1,21.1595993042
106,2018-01-17,2,1,20.303482055699998
107,2018-01-18,2,1,23.1430358887
108,2018-01-19,2,1,24.1261711121
109,2018-01-20,2,1,25.106054306
110,2018-01-21,2,1,26.7038803101
111,2018-01-22,2,1,17.949455261199997
112,2018-01-23,2,1,21.0482578278
113,2018-01-24,2,1,19.6648292542
114,2018-01-25,2,1,22.2523365021
115,2018-01-26,2,1,22.765827179000002
116,2018-01-27,2,1,24.8137054443
117,2018-01-28,2,1,27.5440673828
118,2018-01-29,2,1,16.568063736
119,2018-01-30,2,1,20.1086330414
120,2018-01-31,2,1,19.453897476199998
121,2018-02-01,2,1,25.397733688400002
122,2018-02-02,2,1,27.0383720398
123,2018-02-03,2,1,29.6215343475
124,2018-02-04,2,1,31.9329662323
125,2018-02-05,2,1,20.4484767914
126,2018-02-06,2,1,24.762491226199998
